KEY,NOTES,ENGLISH,RUSSIAN
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that is can be easily used in construction or crafting.,"Камень, который был обработан в виде куба, так что его можно легко использовать в строительстве или производстве."
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Грубый валун
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Грубые валуны
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,"Огромный кусок камня, который должен быть обработан в более полезную форму с помощью {{PROFESSION.STONEMASON}}."
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),Пшеница (мешок)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),Пшеница (мешки)

ROOMS.ARMOURY,,Armoury,Оружейная
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here,Здесь создаются оружие и доспехи 
ROOMS.BEDROOM,,Bedroom,Спальня
ROOMS.BEDROOM.TOOLTIP,,"A place for your settlers to sleep. They prefer to have individual bedrooms that are at least 9 tiles in size, and preferably at least 13 tiles in size.","Место для ночлега ваших поселенцев. Они предпочитают иметь отдельные спальни размером не менее 9 квадратов, а жалательно не менее 13 квадратов."
ROOMS.BREWERY,,Brewery,Пивоварня
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy! Other alcoholic beverages will be implemented in the future.,Варите пиво для ваших поселенцев! Другие алкогольные напитки будут реализованы в будущем. 
ROOMS.BRIDGE,,Bridge,Мост
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,"Размещенный через реку, чтобы обеспечить доступ к другой стороне."
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Мастерская плотника
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items.,Эта мастерская производит большинство деревянных инструментов и предметов.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,"{{выделено}} {{total}} пробелов, используемых в настоящее время"
ROOMS.EARTHWORKS,,Earthworks,Земляные работы
ROOMS.EARTHWORKS.TOOLTIP,,An outdoor area for large constructions.,Открытая площадка для больших сооружений.
ROOMS.FARM,,Farm plot,Огород
ROOMS.FARM.PLURAL,,Farm plots,Земельные участки
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Растет посевы с помощью {{INGREDIENT.SEEDS.PLURAL}}. Должен быть помещен на {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Праздничный зал
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Место для поселенцев, чтобы собраться, чтобы поесть, выпить и веселиться!"
ROOMS.GRAVEYARD,,Graveyard,Кладбище
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Здесь покоятся умершие поселенцы.
ROOMS.KITCHEN,,Kitchen,Кухня
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,Большая часть пищи готовится здесь перед подачей в {{ROOMS.FEASTING_HALL}}.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Мастерская каменщика
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Эта мастерская производит большинство изделий из камня.
ROOMS.METALWORKS,,Metalworks,Обработка металла
ROOMS.METALWORKS.TOOLTIP,,Metal ore is refined and used in crafting here.,Здесь обрабатывается металлическая руда чтобы использовать ее дальше.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Грибная ферма
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Грибы можно выращивать с использованием {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} и деревянных {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Лесопилка
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Деревянные {{RESOURCE.LOGS.PLURAL}} превращются {{RESOURCE.PLANKS.PLURAL}} здесь.
ROOMS.STOCKPILE,,Stockpile,Хранилища
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,В зависимости от настроек здесь хранятся различные предметы 
ROOMS.STOCKPILES,,Stockpiles,Склады
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Неиспользованные предметы помещаются на склады для облегчения доступа.
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,Швейная мастерская
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,Превращает {{SEED.HEMP_SEED}} в различные ткани

ROPE.HEMP-ROPE,,Hemp,Пенька

RUSTED_SCRAP.NOUN,,Scrap,Лом
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,"Это остатки предмета, который полностью разрушился из-за ржавчины."

SEASON.AUTUMN,,Autumn,Осень
SEASON.SPRING,,Spring,Весна
SEASON.SUMMER,,Summer,Лето
SEASON.WINTER,,Winter,Зима

SEED.BARLEY_SEED,,Barley,Ячмень
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Зерно используется только при производстве пива. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Мухомор
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Гриб с розово-красной крышкой с белыми пятнами. Он обладает галлюциногенными свойствами, которые иногда используют воины при подготовке к бою."
SEED.CARROT_SEED,,Carrot,Морковь
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Выносливый корнеплод, который переживет морозную {{SEASON.WINTER}}. Морковь растет быстро, но дает небольшой урожай. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Кукуруза
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Зерно, также известное как кукуруза. Она дает обильный урожай, но растет около 2 сезонов и не может пережить {{SEASON.WINTER}}, поэтому ее нужно сажать в начале {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Смертошляпник
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Очень ядовитый гриб с широкой плоской крышкой. Поедать даже крошечное количество почти наверняка приведет к отравлению, которое может привести к смерти."
SEED.ELFSBANE_SPAWN,,Elfsbane,Эльфийский аконит
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Этот гриб имеет простой, безвкусный вкус для большинства гуманоидов. Как ни странно, это на вкус абсолютно отвратительно для эльфов, которые часто реагируют с взрывной рвотой при потреблении, а в крайних случаях — сердечный приступ."
SEED.FIST_SPAWN,,Fist,Кулаковик
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Черно-синий гриб с металлическим вкусом. Он назван в честь группы бардов из эпохи тьмы.
SEED.GLOW_SPAWN,,Glow,Светлянка
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,"Волшебный гриб, который излучает свет и меняет цвет в зависимости от сезона."
SEED.HEMP_SEED,,Hemp,Пенька
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,"Используется для производства веревки и ткани после того, как она была обработана"
SEED.HOPS_SEED,,Hops,Хмель
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"Цветок, используемый для ароматизации пива. Должен быть посажен в {{SEASON.SPRING}}."
SEED.MILTONIA_SPAWN,,Miltonia,Мильтония
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Когда-то считалось, что существует только в регионе Хаддс, он сейчас встречается во всем мире."
SEED.POTATO_SEED,,Potato,Картофель
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Крахмалистый корнеплод, который может пережить {{SEASON.WINTER}}, что делает его хорошим выбором для большинства поселений. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Пурпурошляпник
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Толстошляпник, Пухлотюрбаннник, Пухлошлемник; Этот легендарный гриб имеет множество названий. Легенда гласит, что многие сообщества гномов питались только одним видом этого гриба."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Роциомикота
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Бело-черный пятнистый гриб. Известно, что он влияет на внешний вид тех, кто его ест."
SEED.SUNGLOW_SPAWN,,Sunglow,Солнцесветник
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Ярко-желтый гриб, который светится с появлением солнечного света. Он теряет это свечение в момент сбора урожая."
