KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
NOTIFICATION.DEATH.TITLE,Settler death,,Siedlertod,Décès d'un colon,Morte colono,Muerte de un colono,Morte de colono,,,Смерть поселенцев,Vatandaş ölümü,Settler død,,Settler död,,,,入植者の死,,
NOTIFICATION.FIRE_STARTED.DESCRIPTION,A fire has broken out in your settlement!,,In Ihrer Siedlung ist ein Feuer ausgebrochen!,,,¡Se ha producido un incendio en tu asentamiento!,,,,,,,,,,,,入植地で火災が発生しました！,,
NOTIFICATION.FIRE_STARTED.TITLE,Fire!,,Feuer!,,,¡Fuego!,,,,,,,,,,,,火事だ！,,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,,"Sie haben den Fluss so überfischt, dass es keine Fische mehr gibt. Sie müssen bis zur Laichzeit im nächsten Frühjahr warten, bis die Fische zurückkehren.",,,Has sobrexplotado el río hasta el punto de que ya no quedan más peces. Vas a tener que esperar hasta la nueva temporada de desove la próxima primavera para que vuelvan los peces.,,,,,,,,,,,,捕りすぎた結果、川に魚がいなくなってしまいました。魚が戻ってくるまでには、産卵期である来年の春まで待つ必要があります。,,
NOTIFICATION.FISH_EXHAUSTED.TITLE,Fish depopulated,,Fische entvölkert,,,Caladero agotado,,,,,,,,,,,,漁業資源の枯渇,,
NOTIFICATION.GAME_OVER.DESCRIPTION,All things must come to an end. Your settlement lies abandoned.,,Alle Dinge müssen zu einem Ende kommen. Deine Siedlung ist verlassen.,Toutes les bonnes choses doivent prendre fin. Votre colonie est abandonnée.,Tutto deve finire. Il tuo insediamento e' abbandonato.,Todas las cosas deben llegar a su fin. Tu asentamiento está abandonado.,Todas as coisas devem chegar ao fim. Seu assentamento está abandonado.,,,Все должно закончиться. Ваше поселение заброшено.,Her güzel şeyin bir sonu var. Yerleşken terk edildi.,Alt må komme til en ende. Jeres forlig ligger forladt.,,Allt måste komma till ett slut. Din bosättning ligger övergiven.,,,,すべてが終わりました。あなたの入植地はもはや放棄されています。,,
NOTIFICATION.GAME_OVER.TITLE,Game Over,,Spielende,Fin de la partie,Partita finita,Fin del juego,Fim de jogo,,,Игра окончена,Oyun Bitti,Spil Over,,Game Over,,,,ゲームオーバー,,
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,,"Der Wohlstand deiner Siedlung hat eine Reihe neuer Einwanderer angezogen, um deine Bevölkerung zu verstärken.",La prospérité de votre établissement a attiré un certain nombre de nouveaux immigrants pour stimuler votre population.,La prosperità del vostro insediamento ha attirato un certo numero di nuovi immigrati per aumentare la vostra popolazione.,La prosperidad de su asentamiento ha atraído a un número de nuevos inmigrantes para impulsar su población.,A prosperidade do seu assentamento atraiu uma série de novos imigrantes para impulsionar a sua população.,,,"Процветание вашего поселения привлекло ряд новых иммигрантов, чтобы увеличить ваше население.",Yerleşkenin refahı nüfusunu arttıracak yeni göçmenleri cezbetti.,Velstanden i jeres bosættelse har tiltrukket en række nye indvandrere til at øge jeres befolkning.,,Välståndet i er bosättning har lockat ett antal nya invandrare för att öka er befolkning.,,,,あなたの入植地が繁栄していると聞いて、移民が到着しました。入植地の人口が増加します。,,
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,Immigration,,Einwanderung,Immigration,Immigrazione,Inmigración,Imigração,,,Миграционное,Göçmenlik,Indvandring,,Invandring,,,,新しい移民,,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,An area has caved in due to a lack of pillars and supports.,,Ein Gebiet ist aufgrund fehlender Säulen und Abstützungen eingestürzt.,Une zone s'est effondrée en raison d'un manque de piliers et de supports.,Un'area è crollato a causa della mancanza di pilastri e supporti.,Un área se ha derrumbado debido a la falta de pilares y soportes.,Uma área cedeu devido à falta de pilares e suportes.,,,Область провалилась из-за отсутствия столбов и опор.,Bir bölge yetersiz sütun ve destek olmadığı için çöktü.,Et område har givet sig ind på grund af manglende søjler og understøtninger.,,Ett område har rasat in på grund av brist på pelare och stöd.,,,,柱や支柱がないために、洞窟の一部で落盤が発生しました。,,
NOTIFICATION.MINING_COLLAPSE.TITLE,Mining collapse,,Mineneinsturz,Effondrement de l'exploitation minière,Crollo minerario,Derrumbe en la mina,Colapso de mineração,,,Добыча рудников,Maden Göçüğü,Minedrift kollaps,,Gruvkollaps,,,,落盤,,
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,,Ein Gegenstand oder ein Möbelstück wurde durch längere Regeneinwirkung zerstört. Einige Materialien wie Eisen und Stahl sollten nicht für längere Zeit im Freien gelassen werden.,,,Un objeto o mueble ha sido destruido debido a la exposición prolongada a la lluvia.\nAlgunos materiales como el hierro y el acero no deben dejarse en el exterior durante mucho tiempo.,,,,,,,,,,,,長期に渡って雨に晒された結果、建築物が壊れてしまいました。\n鉄や鋼のようないくつかの素材は、長期間屋外に放置すべきではありません。,,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,Rusted away,,Verrostet,,,Completamente oxidado,,,,,,,,,,,,錆の発生,,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,A roof has collapsed due to a lack of pillars and supports.,,Ein Dach ist mangels Stützen eingestürzt.,,,Un tejado se ha derrumbado debido a la falta de pilares u otros soportes.,,,,,,,,,,,,柱や支柱がないために、屋根が崩れてしまいました。,,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,Roof collapsed,,Dach eingestürzt,,,Tejado derrumbado,,,,,,,,,,,,屋根の崩壊,,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,The gruelling hardship has proven to be too much to handle for {{character}}.,,Die zermürbende Not konnte von {{character}} nicht mehr ertragen werden.,La difficulté éprouvante s'est révélée trop difficile à gérer pour {{character}}.,L'estenuante difficoltà ha dimostrato di essere troppo da gestire per {{character}}.,Las penurias de una vida dura han demostrado ser demasiado difíciles de sobrellevar para {{character}}.,As dificuldades exaustivas provaram ser demais para lidar com {{character}}.,,,Ужасающие трудности оказались слишком сложными для {{character}}.,Meşakkatli ve zor yaşam {{character}} ağır geldi.,De opslidende trængsler har vist sig at være for meget til at klare for {{character}}.,,De hårda svårigheterna har visat sig vara för mycket att hantera för {{character}}.,,,,次々と襲いかかる苦難が{{character}}の心を押しつぶしてしまいました。,,
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,Mental break,,Nervenzusammenbruch,Pause mentale,Pausa mentale,Colapso mental,Intervalo mental,,,Психический перерыв,Ruhsal Çöküntü,Mental pause,,Mental paus,,,,精神崩壊,,
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,{{character}} has become so unhappy that they are throwing a tantrum!,,"{{character}} ist so unglücklich geworden, dass sie einen Wutanfall bekommen!",,,¡Uno de tus colonos es tan infeliz que se ha pillado un berrinche!,,,,,,,,,,,,{{character}}はあまりにも不幸を感じたため、やけになってかんしゃくを起こしています！,,
NOTIFICATION.SETTLER_TANTRUM.TITLE,Tantrum!,,Wutanfall!,,,¡Berrinche!,,,,,,,,,,,,かんしゃく！,,

ORE.BAUXITE.ADJECTIVE,Bauxite,,Bauxit,Bauxite,Bauxite,de bauxita,Bauxita,,,Боксит,Boksit,- Bauxit,,Bauxit,,,,ボーキサイトの,,
ORE.BAUXITE.NOUN,Bauxite,,Bauxit,Bauxite,Bauxite,Bauxita,Bauxita,,,Боксит,Boksit,- Bauxit,,Bauxit,,,,ボーキサイト,,
ORE.BAUXITE.TOOLTIP,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.",,Bauxit ist das Haupterz von Aluminium. Leider ist ein Weg zur Aluminiumproduktion noch nicht entdeckt worden.,"La bauxite est le minerai primaire de l'aluminium. Malheureusement, un moyen de production d'aluminium n'a pas encore été découvert.","La bauxite è il minerale primario di alluminio. Purtroppo, un mezzo di produzione dell'alluminio è ancora da scoprire.","La bauxita es el mineral primario de aluminio. Lamentablemente, todavía no se ha descubierto un medio de producción de aluminio.","A bauxita é o minério primário do alumínio. Infelizmente, ainda não foi descoberto um meio de produção de alumínio.",,,"Боксит является основной рудой алюминия. К сожалению, средства производства алюминия пока не обнаружены.",Boksit alüminyumun temel cevheridir. Ne yazık ki alüminyum üretim yöntemi hala keşfedilmedi.,Bauxit er den primære malm af aluminium. Desværre er der endnu ikke fundet et middel til aluminiumsproduktion.,,Bauxit är den primära malmen av aluminium. Tyvärr har man ännu inte upptäckt ett sätt att tillverka aluminium.,,,,ボーキサイトはアルミニウムの原料です。 残念ながら、アルミニウム生産の手段はまだ発見されていません。,,
ORE.BITUMINOUS_COAL.ADJECTIVE,Bituminous coal,,Steinkohle,Charbon bitumineux,di carbone bituminoso,de carbón bituminoso,Carvão betuminoso,,,Битуминозный уголь,Bitümlü Kömür,Bituminøst kul,,Bituminöst kol,,,,石炭の,,
ORE.BITUMINOUS_COAL.NOUN,Bituminous coal,,Steinkohle,Charbon bitumineux,Carbone bituminoso,Carbón bituminoso,Hematite,Carvão betuminoso,,Каменный уголь,Bitümlü Kömür,Bituminøst kul,,Stenkol,,,,石炭,,
ORE.BITUMINOUS_COAL.TOOLTIP,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,,"Dies kann mithilfe eines {{FURNITURE.COKE_OVEN}} in {{ORE.COKE.NOUN}} umgewandelt werden. ",Cela peut être converti en {{ORE.COKE.NOUN}} à l'aide d'un {{FURNITURE.COKE_OVEN}}.,Questo può essere convertito in {{ORECOKE.NOUN}} utilizzando un {{FURNITURE.COKE_OVEN}}.,Esto se puede convertir en {{ORE.COKE.NOUN}} usando el {{Furniture.COKE_Oven}}.,Isso pode ser convertido em {{ORE.COKE.NOUN}} usando um {{MOBILITURE.COKE_OVEN}}.,,,Это может быть преобразовано в {{ORE.COKE.NOUN}} с помощью {{FURNITURE.COKE_OVEN}}.,"Bitümlü kömür {{FURNITURE.COKE_OVEN}} kullanılarak   {{ORE.COKE.NOUN}} dönüştürülebilir. ",Dette kan konverteres til {{ORE.COKE.NOUN}} ved hjælp af en {{FURNITURE.COKE_OVEN}}.,,Detta kan konverteras till {{ORE.COKE.NOUN}} med hjälp av en {{FURITURE.COKE_OVEN}.,,,,{{FURNITURE.COKE_OVEN}}を使って {{ORE.COKE.NOUN}}に変換することができます。,,
ORE.CASSITERITE.ADJECTIVE,Cassiterite,,Kassiterit,Cassitérite,di cassiterite,de casiterita,Cassiterita,,,Касситерит," ",Cassiterit,,Kassiterit,,,,キャシテライトの,,
ORE.CASSITERITE.NOUN,Cassiterite,,Kassiterit,Cassitérite,Cassiterite,Casiterita,Cassiterite,Cassiterita,,Касситерит,Kalay Taşı,Cassiterit,,Kassiterit,,,,キャシテライト,,
ORE.CASSITERITE.TOOLTIP,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,,"Ein Erz, das geschmolzen werden kann, um {{METAL.TIN.NOUN}} zu produzieren.",Minerai pouvant être fondu pour produire {{METAL.TIN.NOUN}}.,Un minerale che può essere fuso per produrre {{METAL.TIN.NOUN}}.,Mineral que se puede fundir para producir {{METAL.TIN.NOUN}}.,Um minério que pode ser fundido para produzir {{METAL.TIN.NOUN}}.,,,"Руда, которая может быть выплачена для получения {{METAL.TIN.NOUN}}.",{{METAL.TIN.NOUN}} üretmek için ertilebilecek bir cevher.,"En malm, der kan smeltes til at producere {{METAL.TIN.NOUN}}.",,En malm som kan smältas för att producera {{METAL.TIN.NOUN}}.,,,,製錬することで{{METAL.TIN.NOUN}}を得られる鉱石です。,,
ORE.CHARCOAL.ADJECTIVE,Charcoal,,Holzkohle,Du charbon de bois,Carboncino,de carbón vegetal,Carvão,,,Древесный уголь,Kömür,Trækul,,Träkol,,,,木炭の,,
ORE.CHARCOAL.NOUN,Charcoal,,Holzkohle,Du charbon de bois,Carboncino,Carbón vegetal,Carvão,,,Древесный уголь,Kömür,Trækul,,Träkol,,,,木炭,,
ORE.CHARCOAL.TOOLTIP,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,,{{FUEL.SACK}} hergestellt aus Holz{{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} produit à partir de bois {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} prodotto da legno {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} producido a partir de {{RESOURCE.LOGS.PLURAL}} de madera.,{{FUEL.SACK}} produzido a partir de madeira {{RESOURCE.LOGS.PLURAL}}.,,,{{FUEL.SACK}} производится из дерева {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} {{RESOURCE.LOGS.PLURAL}} kullanılarak üretilir.,{{FUEL.SACK}} fremstillet af træ {{RESOURCE.LOGS.PLURAL}}.,,{{FUEL.SACK}} producerat av trä {{RESOURCE.LOGS.PLURAL}}.,,,,{{FUEL.SACK}}は{{RESOURCE.LOGS.PLURAL}}から生産できます。,,
ORE.CHRYSOCOLLA.ADJECTIVE,Chrysocolla,,Chrysokoll,Chrysocolla,Crisocolla,de crisícola,Crisócolla,,,Хрисолла,Krizokol,Chrysocolla,,Chrysocolla,,,,クリソコラの,,
ORE.CHRYSOCOLLA.NOUN,Chrysocolla,,Chrysokoll,Chrysocolla,Crisocolla,Crisícola,Crisócolla,,,Хрисолла,Krizokol,Chrysocolla,,Chrysocolla,,,,クリソコラ,,
ORE.CHRYSOCOLLA.TOOLTIP,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.",,"Oft mit Türkis verwechselt, ist es in Wirklichkeit ein {{METAL.COPPER}}erz.","Souvent confondu avec la turquoise, c'est en fait un minerai de {{METAL.COPPER}}.","Spesso confuso con il turchese, è in realtà un minerale di {{METAL.COPPER}}.","A menudo confundido con la turquesa, en realidad es un mineral de {{METAL.COPPER}}.","Muitas vezes confundido com turquesa, é na verdade um minério de {{METAL.COPPER}}.",,,"Часто путают с бирюзой, это на самом деле руда {{METAL.COPPER}}.","Genellikle turkuaz ile karıştırılan {{METAL.COPPER}} , aslında bir metal  cevheridir.","Ofte forveksles med turkis, det er faktisk en malm af {{METAL.COPPER}}.",,"Ofta förväxlas med turkos, det är faktiskt en malm av {MEAL.COPER}}.",,,,ターコイズとよく間違われますが、実際には一種の{{METAL.COPPER}}鉱石です。,,
ORE.COKE.ADJECTIVE,Coke,,Koks,Coca,coca,de coque,Coca,,,кола,Koks,Coke,,Cola,,,,コークスの,,
ORE.COKE.NOUN,Coke,,Koks,Coca,coca,Coque,Coca,,,кола,Koks,Coke,,Cola,,,,コークス,,
ORE.COKE.TOOLTIP,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,,"Eine verfeinerte Form von {{ORE.BITUMINOUS_COAL}}, die als {{FUEL.SACK}} eingesetzt werden kann.",Une forme raffinée de {{ORE.BITUMINOUS_COAL}} qui peut être utilisée comme {{FUEL.SACK}}.,Una forma raffinata di {ORE.BITUMINOUS_COAL}} che può essere utilizzata come {{FUEL.SACK}}.,Forma refinada del {{ORE.BUTMINOUS_COAL}} que se puede utilizar como {{FUEL.SACK}}.,Uma forma refinada de {{ORE.BITUMINOUS_COAL}} que pode ser usada como {{FUEL.SACK}}.,,,"Уточненная форма {{ORE.BITUMINOUS_COAL}}, которую можно использовать как {{FUEL.SACK}}.",{{ORE.BITUMINOUS_COAL}} rafine edilmiş halidir {{FUEL.SACK}} olarak kullanılabilir.,En raffineret form af {{ORE.BITUMINOUS_COAL}} som kan bruges som {{FUEL.SACK}}.,,En raffinerad form av {{ORE.BITUMINOUS_COAL}} som kan användas som {{FUEL.SACK}}.,,,,{{ORE.BITUMINOUS_COAL}}の不純物を取り除き、{{FUEL.SACK}}としてより効果的にしたものです。,,
